-----Epoch 0 开始训练-----

Total step : 100      Batch loss: 7.4820      Epoch average loss: 8.4259
Total step : 76900      Batch loss: 1.6325      Epoch average loss: 1.3510

-----Epoch 32 开始测试-----

Epoch: 32    BLEU: 0.2536

-----Epoch 33 开始训练-----

Total step : 77000      Batch loss: 1.2263      Epoch average loss: 1.2467
Total step : 77100      Batch loss: 1.0498      Epoch average loss: 1.2614
Total step : 77200      Batch loss: 1.1644      Epoch average loss: 1.2732
Total step : 77300      Batch loss: 1.1140      Epoch average loss: 1.2807
Total step : 77400      Batch loss: 1.3513      Epoch average loss: 1.2850
Total step : 77500      Batch loss: 1.3886      Epoch average loss: 1.2848
Total step : 77600      Batch loss: 1.6135      Epoch average loss: 1.2927
Total step : 77700      Batch loss: 1.1089      Epoch average loss: 1.2954
Total step : 77800      Batch loss: 1.2353      Epoch average loss: 1.2998
Total step : 77900      Batch loss: 1.2415      Epoch average loss: 1.3054
Total step : 78000      Batch loss: 1.5634      Epoch average loss: 1.3055
Total step : 78100      Batch loss: 1.4796      Epoch average loss: 1.3094
Total step : 78200      Batch loss: 1.2882      Epoch average loss: 1.3128
Total step : 78300      Batch loss: 1.4489      Epoch average loss: 1.3163
Total step : 78400      Batch loss: 1.2875      Epoch average loss: 1.3180
Total step : 78500      Batch loss: 1.2913      Epoch average loss: 1.3190
Total step : 78600      Batch loss: 1.1758      Epoch average loss: 1.3216
Total step : 78700      Batch loss: 1.5943      Epoch average loss: 1.3236
Total step : 78800      Batch loss: 1.4646      Epoch average loss: 1.3268
Total step : 78900      Batch loss: 1.5712      Epoch average loss: 1.3293
Total step : 79000      Batch loss: 1.4847      Epoch average loss: 1.3299
Total step : 79100      Batch loss: 1.3277      Epoch average loss: 1.3332
Total step : 79200      Batch loss: 1.4646      Epoch average loss: 1.3348

-----Epoch 33 开始测试-----

Epoch: 33    BLEU: 0.2527

-----Epoch 34 开始训练-----

Total step : 79300      Batch loss: 1.1084      Epoch average loss: 1.2370
Total step : 79400      Batch loss: 1.2704      Epoch average loss: 1.2564
Total step : 79500      Batch loss: 1.2752      Epoch average loss: 1.2697
Total step : 79600      Batch loss: 1.2517      Epoch average loss: 1.2753
Total step : 79700      Batch loss: 1.4444      Epoch average loss: 1.2771
Total step : 79800      Batch loss: 1.1634      Epoch average loss: 1.2810
Total step : 79900      Batch loss: 1.0101      Epoch average loss: 1.2858
Total step : 80000      Batch loss: 1.0195      Epoch average loss: 1.2861
Total step : 80100      Batch loss: 1.2697      Epoch average loss: 1.2897
Total step : 80200      Batch loss: 1.5092      Epoch average loss: 1.2905
Total step : 80300      Batch loss: 1.3876      Epoch average loss: 1.2906
Total step : 80400      Batch loss: 1.2480      Epoch average loss: 1.2937
Total step : 80500      Batch loss: 1.6378      Epoch average loss: 1.2972
Total step : 80600      Batch loss: 1.3878      Epoch average loss: 1.3004
Total step : 80700      Batch loss: 1.2863      Epoch average loss: 1.3027
Total step : 80800      Batch loss: 1.5612      Epoch average loss: 1.3056
Total step : 80900      Batch loss: 1.4732      Epoch average loss: 1.3085
Total step : 81000      Batch loss: 1.1422      Epoch average loss: 1.3098
Total step : 81100      Batch loss: 1.2711      Epoch average loss: 1.3118
Total step : 81200      Batch loss: 1.5970      Epoch average loss: 1.3132
Total step : 81300      Batch loss: 1.3277      Epoch average loss: 1.3151
Total step : 81400      Batch loss: 1.1327      Epoch average loss: 1.3181

-----Epoch 34 开始测试-----

Epoch: 34    BLEU: 0.2530

-----Epoch 35 开始训练-----

Total step : 81500      Batch loss: 1.4507      Epoch average loss: 1.3042
Total step : 81600      Batch loss: 1.1759      Epoch average loss: 1.2277
Total step : 81700      Batch loss: 1.4229      Epoch average loss: 1.2430
Total step : 81800      Batch loss: 1.0284      Epoch average loss: 1.2469
Total step : 81900      Batch loss: 1.4903      Epoch average loss: 1.2565
Total step : 82000      Batch loss: 1.1327      Epoch average loss: 1.2563
Total step : 82100      Batch loss: 1.0228      Epoch average loss: 1.2598
Total step : 82200      Batch loss: 1.3538      Epoch average loss: 1.2638
Total step : 82300      Batch loss: 1.3857      Epoch average loss: 1.2657
Total step : 82400      Batch loss: 1.2373      Epoch average loss: 1.2681
Total step : 82500      Batch loss: 1.1026      Epoch average loss: 1.2721
Total step : 82600      Batch loss: 0.9549      Epoch average loss: 1.2759
Total step : 82700      Batch loss: 1.4409      Epoch average loss: 1.2785
Total step : 82800      Batch loss: 1.3239      Epoch average loss: 1.2816
Total step : 82900      Batch loss: 1.1748      Epoch average loss: 1.2827
Total step : 83000      Batch loss: 1.6833      Epoch average loss: 1.2861
Total step : 83100      Batch loss: 1.1663      Epoch average loss: 1.2889
Total step : 83200      Batch loss: 1.3485      Epoch average loss: 1.2914
Total step : 83300      Batch loss: 1.5463      Epoch average loss: 1.2944
Total step : 83400      Batch loss: 1.3441      Epoch average loss: 1.2976
Total step : 83500      Batch loss: 1.6453      Epoch average loss: 1.2992
Total step : 83600      Batch loss: 1.2033      Epoch average loss: 1.3013
Total step : 83700      Batch loss: 1.3677      Epoch average loss: 1.3034

-----Epoch 35 开始测试-----

Epoch: 35    BLEU: 0.2527

-----Epoch 36 开始训练-----

Total step : 83800      Batch loss: 1.4357      Epoch average loss: 1.2289
Total step : 83900      Batch loss: 1.1909      Epoch average loss: 1.2305
Total step : 84000      Batch loss: 1.1373      Epoch average loss: 1.2313
Total step : 84100      Batch loss: 1.0313      Epoch average loss: 1.2294
Total step : 84200      Batch loss: 1.0691      Epoch average loss: 1.2332
Total step : 84300      Batch loss: 1.1363      Epoch average loss: 1.2410
Total step : 84400      Batch loss: 1.5579      Epoch average loss: 1.2441
Total step : 84500      Batch loss: 1.1181      Epoch average loss: 1.2474
Total step : 84600      Batch loss: 1.6244      Epoch average loss: 1.2572
Total step : 84700      Batch loss: 1.4006      Epoch average loss: 1.2574
Total step : 84800      Batch loss: 1.3584      Epoch average loss: 1.2600
Total step : 84900      Batch loss: 1.2982      Epoch average loss: 1.2635
Total step : 85000      Batch loss: 1.3143      Epoch average loss: 1.2666
Total step : 85100      Batch loss: 1.1454      Epoch average loss: 1.2689
Total step : 85200      Batch loss: 1.3737      Epoch average loss: 1.2697
Total step : 85300      Batch loss: 1.4586      Epoch average loss: 1.2731
Total step : 85400      Batch loss: 1.4578      Epoch average loss: 1.2758
Total step : 85500      Batch loss: 1.3155      Epoch average loss: 1.2781
Total step : 85600      Batch loss: 1.2485      Epoch average loss: 1.2790
Total step : 85700      Batch loss: 1.3571      Epoch average loss: 1.2812
Total step : 85800      Batch loss: 1.5463      Epoch average loss: 1.2840
Total step : 85900      Batch loss: 1.5300      Epoch average loss: 1.2868
Total step : 86000      Batch loss: 1.4196      Epoch average loss: 1.2881

-----Epoch 36 开始测试-----

Epoch: 36    BLEU: 0.2527

-----Epoch 37 开始训练-----

Total step : 86100      Batch loss: 1.5278      Epoch average loss: 1.2145
Total step : 86200      Batch loss: 1.1515      Epoch average loss: 1.2168
Total step : 86300      Batch loss: 1.3398      Epoch average loss: 1.2180
Total step : 86400      Batch loss: 1.3266      Epoch average loss: 1.2221
Total step : 86500      Batch loss: 1.3888      Epoch average loss: 1.2247
Total step : 86600      Batch loss: 1.3447      Epoch average loss: 1.2277
Total step : 86700      Batch loss: 1.1619      Epoch average loss: 1.2338
Total step : 86800      Batch loss: 1.1296      Epoch average loss: 1.2372
Total step : 86900      Batch loss: 1.2214      Epoch average loss: 1.2393
Total step : 87000      Batch loss: 1.2133      Epoch average loss: 1.2409
Total step : 87100      Batch loss: 1.2353      Epoch average loss: 1.2467
Total step : 87200      Batch loss: 1.0159      Epoch average loss: 1.2493
Total step : 87300      Batch loss: 1.0700      Epoch average loss: 1.2506
Total step : 87400      Batch loss: 1.1678      Epoch average loss: 1.2533
Total step : 87500      Batch loss: 1.1984      Epoch average loss: 1.2545
Total step : 87600      Batch loss: 1.1516      Epoch average loss: 1.2581
Total step : 87700      Batch loss: 1.3182      Epoch average loss: 1.2604
Total step : 87800      Batch loss: 1.3683      Epoch average loss: 1.2626
Total step : 87900      Batch loss: 1.4871      Epoch average loss: 1.2645
Total step : 88000      Batch loss: 1.3408      Epoch average loss: 1.2671
Total step : 88100      Batch loss: 1.1190      Epoch average loss: 1.2691
Total step : 88200      Batch loss: 1.1996      Epoch average loss: 1.2719
Total step : 88300      Batch loss: 1.4693      Epoch average loss: 1.2730

-----Epoch 37 开始测试-----

Epoch: 37    BLEU: 0.2508

-----Epoch 38 开始训练-----

Total step : 88400      Batch loss: 1.4225      Epoch average loss: 1.1700
Total step : 88500      Batch loss: 1.2914      Epoch average loss: 1.1896
Total step : 88600      Batch loss: 1.0505      Epoch average loss: 1.1922
Total step : 88700      Batch loss: 1.1620      Epoch average loss: 1.2051
Total step : 88800      Batch loss: 1.0333      Epoch average loss: 1.2085
Total step : 88900      Batch loss: 1.0192      Epoch average loss: 1.2103
Total step : 89000      Batch loss: 1.1182      Epoch average loss: 1.2136
Total step : 89100      Batch loss: 1.2699      Epoch average loss: 1.2203
Total step : 89200      Batch loss: 1.2509      Epoch average loss: 1.2234
Total step : 89300      Batch loss: 1.2864      Epoch average loss: 1.2257
Total step : 89400      Batch loss: 1.3445      Epoch average loss: 1.2306
Total step : 89500      Batch loss: 1.4112      Epoch average loss: 1.2337
Total step : 89600      Batch loss: 1.6289      Epoch average loss: 1.2350
Total step : 89700      Batch loss: 1.2728      Epoch average loss: 1.2383
Total step : 89800      Batch loss: 1.4460      Epoch average loss: 1.2409
Total step : 89900      Batch loss: 1.3484      Epoch average loss: 1.2434
Total step : 90000      Batch loss: 1.0169      Epoch average loss: 1.2468
Total step : 90100      Batch loss: 1.4526      Epoch average loss: 1.2484
Total step : 90200      Batch loss: 1.1462      Epoch average loss: 1.2499
Total step : 90300      Batch loss: 1.5143      Epoch average loss: 1.2528
Total step : 90400      Batch loss: 0.6399      Epoch average loss: 1.2550
Total step : 90500      Batch loss: 1.2086      Epoch average loss: 1.2569
Total step : 90600      Batch loss: 1.0527      Epoch average loss: 1.2585

-----Epoch 38 开始测试-----

Epoch: 38    BLEU: 0.2525

-----Epoch 39 开始训练-----

Total step : 90700      Batch loss: 1.3509      Epoch average loss: 1.1616
Total step : 90800      Batch loss: 1.0909      Epoch average loss: 1.1730
Total step : 90900      Batch loss: 1.2265      Epoch average loss: 1.1872
Total step : 91000      Batch loss: 1.1433      Epoch average loss: 1.1841
Total step : 91100      Batch loss: 1.0552      Epoch average loss: 1.1951
Total step : 91200      Batch loss: 1.0920      Epoch average loss: 1.1995
Total step : 91300      Batch loss: 1.1194      Epoch average loss: 1.2026
Total step : 91400      Batch loss: 1.2440      Epoch average loss: 1.2068
Total step : 91500      Batch loss: 1.4184      Epoch average loss: 1.2138
Total step : 91600      Batch loss: 1.2215      Epoch average loss: 1.2158
Total step : 91700      Batch loss: 1.4688      Epoch average loss: 1.2174
Total step : 91800      Batch loss: 1.3573      Epoch average loss: 1.2205
Total step : 91900      Batch loss: 1.2586      Epoch average loss: 1.2234
Total step : 92000      Batch loss: 1.3173      Epoch average loss: 1.2278
Total step : 92100      Batch loss: 1.4516      Epoch average loss: 1.2292
Total step : 92200      Batch loss: 1.3996      Epoch average loss: 1.2317
Total step : 92300      Batch loss: 1.3393      Epoch average loss: 1.2332
Total step : 92400      Batch loss: 1.3774      Epoch average loss: 1.2354
Total step : 92500      Batch loss: 1.3824      Epoch average loss: 1.2376
Total step : 92600      Batch loss: 1.2141      Epoch average loss: 1.2396
Total step : 92700      Batch loss: 1.5358      Epoch average loss: 1.2424
Total step : 92800      Batch loss: 1.4256      Epoch average loss: 1.2450
Total step : 92900      Batch loss: 0.9067      Epoch average loss: 1.2463

-----Epoch 39 开始测试-----

Epoch: 39    BLEU: 0.2581

-----Epoch 40 开始训练-----

Total step : 93000      Batch loss: 1.3866      Epoch average loss: 1.1595
Total step : 93100      Batch loss: 1.4620      Epoch average loss: 1.1666
Total step : 93200      Batch loss: 1.0379      Epoch average loss: 1.1795
Total step : 93300      Batch loss: 1.0726      Epoch average loss: 1.1847
Total step : 93400      Batch loss: 1.2479      Epoch average loss: 1.1858
Total step : 93500      Batch loss: 1.2799      Epoch average loss: 1.1877
Total step : 93600      Batch loss: 1.2737      Epoch average loss: 1.1919
Total step : 93700      Batch loss: 1.2860      Epoch average loss: 1.1980
Total step : 93800      Batch loss: 1.3830      Epoch average loss: 1.2029
Total step : 93900      Batch loss: 1.0322      Epoch average loss: 1.2041
Total step : 94000      Batch loss: 1.3779      Epoch average loss: 1.2064
Total step : 94100      Batch loss: 1.1504      Epoch average loss: 1.2102
Total step : 94200      Batch loss: 1.1497      Epoch average loss: 1.2116
Total step : 94300      Batch loss: 1.0746      Epoch average loss: 1.2124
Total step : 94400      Batch loss: 1.1648      Epoch average loss: 1.2175
Total step : 94500      Batch loss: 1.2909      Epoch average loss: 1.2190
Total step : 94600      Batch loss: 1.1794      Epoch average loss: 1.2197
Total step : 94700      Batch loss: 1.4420      Epoch average loss: 1.2231
Total step : 94800      Batch loss: 1.5927      Epoch average loss: 1.2247
Total step : 94900      Batch loss: 1.0242      Epoch average loss: 1.2277
Total step : 95000      Batch loss: 1.0450      Epoch average loss: 1.2301
Total step : 95100      Batch loss: 1.0003      Epoch average loss: 1.2317
Total step : 95200      Batch loss: 1.2619      Epoch average loss: 1.2332

-----Epoch 40 开始测试-----

Epoch: 40    BLEU: 0.2547

-----Epoch 41 开始训练-----

Total step : 95300      Batch loss: 1.3255      Epoch average loss: 1.1529
Total step : 95400      Batch loss: 1.2078      Epoch average loss: 1.1521
Total step : 95500      Batch loss: 1.0416      Epoch average loss: 1.1565
Total step : 95600      Batch loss: 1.3802      Epoch average loss: 1.1624
Total step : 95700      Batch loss: 1.3893      Epoch average loss: 1.1700
Total step : 95800      Batch loss: 1.3918      Epoch average loss: 1.1767
Total step : 95900      Batch loss: 0.9952      Epoch average loss: 1.1816
Total step : 96000      Batch loss: 1.2138      Epoch average loss: 1.1832
Total step : 96100      Batch loss: 1.1152      Epoch average loss: 1.1883
Total step : 96200      Batch loss: 1.0724      Epoch average loss: 1.1907
Total step : 96300      Batch loss: 1.1648      Epoch average loss: 1.1935
Total step : 96400      Batch loss: 1.4090      Epoch average loss: 1.1957
Total step : 96500      Batch loss: 0.9916      Epoch average loss: 1.1991
Total step : 96600      Batch loss: 1.0789      Epoch average loss: 1.2020
Total step : 96700      Batch loss: 1.2873      Epoch average loss: 1.2034
Total step : 96800      Batch loss: 1.2359      Epoch average loss: 1.2050
Total step : 96900      Batch loss: 0.9078      Epoch average loss: 1.2072
Total step : 97000      Batch loss: 1.2226      Epoch average loss: 1.2103
Total step : 97100      Batch loss: 1.4451      Epoch average loss: 1.2127
Total step : 97200      Batch loss: 1.3934      Epoch average loss: 1.2138
Total step : 97300      Batch loss: 1.1115      Epoch average loss: 1.2168
Total step : 97400      Batch loss: 0.9243      Epoch average loss: 1.2191
Total step : 97500      Batch loss: 1.0460      Epoch average loss: 1.2204

-----Epoch 41 开始测试-----

Epoch: 41    BLEU: 0.2484

-----Epoch 42 开始训练-----

Total step : 97600      Batch loss: 1.0529      Epoch average loss: 1.1350
Total step : 97700      Batch loss: 1.2682      Epoch average loss: 1.1469
Total step : 97800      Batch loss: 0.9221      Epoch average loss: 1.1574
Total step : 97900      Batch loss: 1.0314      Epoch average loss: 1.1556
Total step : 98000      Batch loss: 1.1483      Epoch average loss: 1.1595
Total step : 98100      Batch loss: 1.3846      Epoch average loss: 1.1677
Total step : 98200      Batch loss: 1.0276      Epoch average loss: 1.1688
Total step : 98300      Batch loss: 1.0861      Epoch average loss: 1.1712
Total step : 98400      Batch loss: 1.4300      Epoch average loss: 1.1744
Total step : 98500      Batch loss: 1.0991      Epoch average loss: 1.1777
Total step : 98600      Batch loss: 1.1464      Epoch average loss: 1.1785
Total step : 98700      Batch loss: 1.4135      Epoch average loss: 1.1829
Total step : 98800      Batch loss: 1.2828      Epoch average loss: 1.1863
Total step : 98900      Batch loss: 1.2262      Epoch average loss: 1.1877
Total step : 99000      Batch loss: 1.1535      Epoch average loss: 1.1907
Total step : 99100      Batch loss: 1.0131      Epoch average loss: 1.1938
Total step : 99200      Batch loss: 1.0255      Epoch average loss: 1.1959
Total step : 99300      Batch loss: 1.0762      Epoch average loss: 1.1977
Total step : 99400      Batch loss: 1.1507      Epoch average loss: 1.2003
Total step : 99500      Batch loss: 1.2467      Epoch average loss: 1.2018
Total step : 99600      Batch loss: 1.4570      Epoch average loss: 1.2051
Total step : 99700      Batch loss: 1.2337      Epoch average loss: 1.2061
Total step : 99800      Batch loss: 1.1993      Epoch average loss: 1.2080

-----Epoch 42 开始测试-----

Epoch: 42    BLEU: 0.2552

-----Epoch 43 开始训练-----

Total step : 99900      Batch loss: 1.4295      Epoch average loss: 1.1268
Total step : 100000      Batch loss: 1.2778      Epoch average loss: 1.1282
Total step : 100100      Batch loss: 1.2139      Epoch average loss: 1.1386
Total step : 100200      Batch loss: 1.2589      Epoch average loss: 1.1498
Total step : 100300      Batch loss: 1.1615      Epoch average loss: 1.1512
Total step : 100400      Batch loss: 1.0555      Epoch average loss: 1.1546
Total step : 100500      Batch loss: 0.9945      Epoch average loss: 1.1579
Total step : 100600      Batch loss: 1.1077      Epoch average loss: 1.1626
Total step : 100700      Batch loss: 1.1520      Epoch average loss: 1.1655
Total step : 100800      Batch loss: 1.1996      Epoch average loss: 1.1678
Total step : 100900      Batch loss: 1.1862      Epoch average loss: 1.1709
Total step : 101000      Batch loss: 0.8885      Epoch average loss: 1.1729
Total step : 101100      Batch loss: 1.4736      Epoch average loss: 1.1747
Total step : 101200      Batch loss: 1.1440      Epoch average loss: 1.1763
Total step : 101300      Batch loss: 1.4736      Epoch average loss: 1.1781
Total step : 101400      Batch loss: 1.0993      Epoch average loss: 1.1814
Total step : 101500      Batch loss: 1.1994      Epoch average loss: 1.1831
Total step : 101600      Batch loss: 1.2731      Epoch average loss: 1.1871
Total step : 101700      Batch loss: 1.1015      Epoch average loss: 1.1895
Total step : 101800      Batch loss: 0.8251      Epoch average loss: 1.1911
Total step : 101900      Batch loss: 1.5586      Epoch average loss: 1.1929
Total step : 102000      Batch loss: 1.4426      Epoch average loss: 1.1949

-----Epoch 43 开始测试-----

Epoch: 43    BLEU: 0.2529

-----Epoch 44 开始训练-----

Total step : 102100      Batch loss: 1.0961      Epoch average loss: 1.0961
Total step : 102200      Batch loss: 1.2110      Epoch average loss: 1.1119
Total step : 102300      Batch loss: 1.0956      Epoch average loss: 1.1205
Total step : 102400      Batch loss: 1.0745      Epoch average loss: 1.1282
Total step : 102500      Batch loss: 1.3641      Epoch average loss: 1.1315
Total step : 102600      Batch loss: 1.0998      Epoch average loss: 1.1375
Total step : 102700      Batch loss: 1.2824      Epoch average loss: 1.1409
